NextprotID,Anchor,GeneName,Chr,ProteinEvidence,PE,Missing
NX_O75191,,XYLB,3,protein level,PE1,0
NX_Q13705,,ACVR2B,3,protein level,PE1,0
NX_Q9Y2C4,,EXOG,3,protein level,PE1,0
NX_Q14524,,SCN5A,3,protein level,PE1,0
NX_Q9Y5Y9,,SCN10A,3,protein level,PE1,0
NX_Q9UI33,,SCN11A,3,protein level,PE1,0
NX_Q8TAF3,,WDR48,3,protein level,PE1,0
NX_Q9BQQ3,,GORASP1,3,protein level,PE1,0
NX_Q8NDW8,,TTC21A,3,transcript level,PE2,1
NX_Q96S65,,CSRNP1,3,protein level,PE1,0
NX_Q702N8,,XIRP1,3,protein level,PE1,0
NX_P49238,,CX3CR1,3,protein level,PE1,0
NX_P51685,,CCR8,3,protein level,PE1,0
NX_Q96DW6,,SLC25A38,3,protein level,PE1,0
NX_P08865,,RPSA,3,protein level,PE1,0
NX_Q13875,,MOBP,3,protein level,PE1,0
NX_Q8NFW9,,MYRIP,3,protein level,PE1,0
NX_O60739,,EIF1B,3,protein level,PE1,0
NX_O75355,,ENTPD3,3,protein level,PE1,0
NX_P50914,,RPL14,3,protein level,PE1,0
NX_Q8N2I2,,ZNF619,3,transcript level,PE2,1
NX_Q6ZNG0,,ZNF620,3,transcript level,PE2,1
NX_Q6ZSS3,,ZNF621,3,protein level,PE1,0
NX_P35222,,CTNNB1,3,protein level,PE1,0
NX_Q96C45,,ULK4,3,protein level,PE1,0
NX_Q9UPV9,,TRAK1,3,protein level,PE1,0
NX_P06307,,CCK,3,protein level,PE1,0
NX_Q96KX0,,LYZL4,3,transcript level,PE2,1
NX_P32241,,VIPR1,3,protein level,PE1,0
NX_Q9BRL7,,SEC22C,3,protein level,PE1,0
NX_Q9UHA2,,SS18L2,3,protein level,PE1,0
NX_P30414,,NKTR,3,protein level,PE1,0
NX_Q9UFB7,,ZBTB47,3,protein level,PE1,0
NX_Q2TBA0,,KLHL40,3,protein level,PE1,0
NX_Q8IYE1,,CCDC13,3,transcript level,PE2,1
NX_Q9HCP6,,HHATL,3,protein level,PE1,0
NX_Q9Y241,,HIGD1A,3,protein level,PE1,0
NX_O00590,,CCBP2,3,transcript level,PE2,1
NX_C9JBD0,,KRBOX1,3,transcript level,PE2,1
NX_Q9UNU6,,CYP8B1,3,protein level,PE1,0
NX_Q6ZS27,,ZNF662,3,transcript level,PE2,1
NX_Q9UFP1,,FAM198A,3,protein level,PE1,0
NX_Q8NAT1,,GTDC2,3,protein level,PE1,0
NX_Q9NRH2,,SNRK,3,protein level,PE1,0
NX_Q9NW15,,ANO10,3,protein level,PE1,0
NX_Q8WTS1,,ABHD5,3,protein level,PE1,0
NX_Q8N9V7,,TOPAZ1,3,transcript level,PE2,1
NX_Q8N3R3,,TCAIM,3,protein level,PE1,0
NX_P59923,,ZNF445,3,protein level,PE1,0
NX_Q6ZMS4,,ZNF852,3,uncertain,PE5,0
NX_Q9P0L1,,ZKSCAN7,3,transcript level,PE2,1
NX_Q6AZW8,,ZNF660,3,protein level,PE1,0
NX_O14709,,ZNF197,3,transcript level,PE2,1
NX_P13682,,ZNF35,3,protein level,PE1,0
NX_Q8TBZ5,,ZNF502,3,transcript level,PE2,1
NX_Q96CX3,,ZNF501,3,transcript level,PE2,1
NX_Q96AT1,,KIAA1143,3,protein level,PE1,0
NX_Q9NS87,,KIF15,3,protein level,PE1,0
NX_Q69YG0,,TMEM42,3,transcript level,PE2,1
NX_P49221,,TGM4,3,protein level,PE1,0
NX_Q9NYG2,,ZDHHC3,3,protein level,PE1,0
NX_Q15024,,EXOSC7,3,protein level,PE1,0
NX_P05452,,CLEC3B,3,protein level,PE1,0
NX_Q9H5V8,,CDCP1,3,protein level,PE1,0
NX_Q8WZ71,,TMEM158,3,transcript level,PE2,1
NX_Q15031,,LARS2,3,protein level,PE1,0
NX_Q9UGP4,,LIMD1,3,protein level,PE1,0
NX_Q9NTJ5,,SACM1L,3,protein level,PE1,0
NX_Q9NP91,,SLC6A20,3,protein level,PE1,0
NX_Q9NQ48,,LZTFL1,3,protein level,PE1,0
NX_P51686,,CCR9,3,protein level,PE1,0
NX_Q9BQS8,,FYCO1,3,protein level,PE1,0
NX_O00574,,CXCR6,3,transcript level,PE2,1
NX_P46094,,XCR1,3,protein level,PE1,0
NX_P51677,,CCR3,3,protein level,PE1,0
NX_P32246,,CCR1,3,protein level,PE1,0
NX_P41597,,CCR2,3,protein level,PE1,0
NX_P51681,,CCR5,3,protein level,PE1,0
NX_O00421,,CCRL2,3,protein level,PE1,0
NX_P02788,,LTF,3,protein level,PE1,0
NX_Q9BQQ7,,RTP3,3,transcript level,PE2,1
NX_Q9BYS8,,LRRC2,3,transcript level,PE2,1
NX_P13385,,TDGF1,3,protein level,PE1,0
NX_Q60I27,,ALS2CL,3,protein level,PE1,0
NX_Q8NEW7,,TMIE,3,protein level,PE1,0
NX_Q9UI38,,PRSS50,3,protein level,PE1,0
NX_E5RG02,,PRSS46,3,uncertain,PE5,0
NX_Q7RTY3,,PRSS45,3,transcript level,PE2,1
NX_E7EML9,,PRSS44,3,homology,PE3,1
NX_Q7Z5A4,,PRSS42,3,transcript level,PE2,1
NX_P08590,,MYL3,3,protein level,PE1,0
NX_Q03431,,PTH1R,3,protein level,PE1,0
NX_Q8WUD4,,CCDC12,3,protein level,PE1,0
NX_Q6ZNJ1,,NBEAL2,3,protein level,PE1,0
NX_Q9BYW2,,SETD2,3,protein level,PE1,0
NX_Q9HAQ2,,KIF9,3,protein level,PE1,0
NX_O94889,,KLHL18,3,protein level,PE1,0
NX_Q9H3S7,,PTPN23,3,protein level,PE1,0
NX_Q12770,,SCAP,3,protein level,PE1,0
NX_Q0PNE2,,ELP6,3,protein level,PE1,0
NX_O95196,,CSPG5,3,protein level,PE1,0
NX_Q92922,,SMARCC1,3,protein level,PE1,0
NX_Q7L2E3,,DHX30,3,protein level,PE1,0
NX_P27816,,MAP4,3,protein level,PE1,0
NX_P30304,,CDC25A,3,protein level,PE1,0
NX_P49913,,CAMP,3,protein level,PE1,0
NX_Q86UQ0,,ZNF589,3,protein level,PE1,0
NX_O75414,,NME6,3,protein level,PE1,0
NX_P0C7L1,,SPINK8,3,transcript level,PE2,1
NX_Q6X9E4,,FBXW12,3,transcript level,PE2,1
NX_O43157,,PLXNB1,3,protein level,PE1,0
NX_Q96ER9,,CCDC51,3,protein level,PE1,0
NX_Q9Y2S6,,TMA7,3,protein level,PE1,0
NX_Q8WXE1,,ATRIP,3,protein level,PE1,0
NX_Q9NSU2,,TREX1,3,protein level,PE1,0
NX_Q8N114,,SHISA5,3,protein level,PE1,0
NX_Q16877,,PFKFB4,3,protein level,PE1,0
NX_Q96RP3,,UCN2,3,protein level,PE1,0
NX_Q02388,,COL7A1,3,protein level,PE1,0
NX_P31930,,UQCRC1,3,protein level,PE1,0
NX_A2RUT3,,TMEM89,3,transcript level,PE2,1
NX_Q9BXS9,,SLC26A6,3,protein level,PE1,0
NX_Q9NYQ7,,CELSR3,3,protein level,PE1,0
NX_Q9NZQ3,,NCKIPSD,3,protein level,PE1,0
NX_Q9UHH9,,IP6K2,3,protein level,PE1,0
NX_P13861,,PRKAR2A,3,protein level,PE1,0
NX_O43772,,SLC25A20,3,protein level,PE1,0
NX_Q8N7S6,,ARIH2OS,3,transcript level,PE2,1
NX_O95376,,ARIH2,3,protein level,PE1,0
NX_Q9NXG6,,P4HTM,3,protein level,PE1,0
NX_Q9NNW5,,WDR6,3,protein level,PE1,0
NX_Q5D0E6,,DALRD3,3,protein level,PE1,0
NX_Q9BU61,,NDUFAF3,3,protein level,PE1,0
NX_P12268,,IMPDH2,3,protein level,PE1,0
NX_Q2TAL8,,QRICH1,3,protein level,PE1,0
NX_P47897,,QARS,3,protein level,PE1,0
NX_O94966,,USP19,3,protein level,PE1,0
NX_P55268,,LAMB2,3,protein level,PE1,0
NX_Q8IV32,,CCDC71,3,protein level,PE1,0
NX_Q8IXV7,,KLHDC8B,3,protein level,PE1,0
NX_H3BNL1,,C3orf84,3,transcript level,PE2,1
NX_Q8IYA8,,CCDC36,3,transcript level,PE2,1
NX_Q6ZUJ4,,C3orf62,3,transcript level,PE2,1
NX_Q13107,,USP4,3,protein level,PE1,0
NX_P07203,,GPX1,3,protein level,PE1,0
NX_P61586,,RHOA,3,protein level,PE1,0
NX_P57738,,TCTA,3,protein level,PE1,0
NX_P48728,,AMT,3,protein level,PE1,0
NX_Q9BSH3,,NICN1,3,transcript level,PE2,1
NX_Q14118,,DAG1,3,protein level,PE1,0
NX_Q9UPA5,,BSN,3,protein level,PE1,0
NX_P13798,,APEH,3,protein level,PE1,0
NX_P26927,,MST1,3,protein level,PE1,0
NX_Q5XPI4,,RNF123,3,protein level,PE1,0
NX_Q86WK7,,AMIGO3,3,transcript level,PE2,1
NX_Q9Y5P6,,GMPPB,3,protein level,PE1,0
NX_Q92551,,IP6K1,3,protein level,PE1,0
NX_A6H8M9,,CDHR4,3,transcript level,PE2,1
NX_Q96EL1,,FAM212A,3,transcript level,PE2,1
NX_P41226,,UBA7,3,protein level,PE1,0
NX_Q9BWF2,,TRAIP,3,protein level,PE1,0
NX_Q8NCB2,,CAMKV,3,protein level,PE1,0
NX_Q04912,,MST1R,3,protein level,PE1,0
NX_Q86VX9,,MON1A,3,protein level,PE1,0
NX_P78332,,RBM6,3,protein level,PE1,0
NX_P52756,,RBM5,3,protein level,PE1,0
NX_Q13275,,SEMA3F,3,protein level,PE1,0
NX_P11488,,GNAT1,3,protein level,PE1,0
NX_Q99624,,SLC38A3,3,protein level,PE1,0
NX_P04899,,GNAI2,3,protein level,PE1,0
NX_Q6Q795,,-,3,uncertain,PE5,0
NX_Q13214,,SEMA3B,3,protein level,PE1,0
NX_Q8N112,,LSMEM2,3,transcript level,PE2,1
NX_Q12894,,IFRD2,3,protein level,PE1,0
NX_O43820,,HYAL3,3,transcript level,PE2,1
NX_Q93015,,NAT6,3,protein level,PE1,0
NX_Q12794,,HYAL1,3,protein level,PE1,0
NX_Q12891,,HYAL2,3,protein level,PE1,0
NX_O75896,,TUSC2,3,protein level,PE1,0
NX_Q9NS23,,RASSF1,3,protein level,PE1,0
NX_O75800,,ZMYND10,3,protein level,PE1,0
NX_Q8WTW4,,NPRL2,3,protein level,PE1,0
NX_O14569,,CYB561D2,3,protein level,PE1,0
NX_Q12893,,TMEM115,3,protein level,PE1,0
NX_Q9NY47,,CACNA2D2,3,protein level,PE1,0
NX_Q9UK00,,C3orf18,3,transcript level,PE2,1
NX_Q9Y5R4,,HEMK1,3,protein level,PE1,0
NX_Q9NSE2,,CISH,3,protein level,PE1,0
NX_Q16644,,MAPKAPK3,3,protein level,PE1,0
NX_Q8IZD9,,DOCK3,3,protein level,PE1,0
NX_P55145,,MANF,3,protein level,PE1,0
NX_Q8NDT2,,RBM15B,3,protein level,PE1,0
NX_Q9Y4B6,,VPRBP,3,protein level,PE1,0
NX_Q9Y4B4,,RAD54L2,3,protein level,PE1,0
NX_Q9Y6I9,,TEX264,3,protein level,PE1,0
NX_Q14416,,GRM2,3,transcript level,PE2,1
NX_A8MYZ5,,IQCF6,3,protein level,PE1,0
NX_P0C7M6,,IQCF3,3,transcript level,PE2,1
NX_Q8IXL9,,IQCF2,3,transcript level,PE2,1
NX_A8MTL0,,IQCF5,3,transcript level,PE2,1
NX_Q8N6M8,,IQCF1,3,transcript level,PE2,1
NX_O43818,,RRP9,3,protein level,PE1,0
NX_Q9Y6F1,,PARP3,3,protein level,PE1,0
NX_Q9BZJ7,,GPR62,3,transcript level,PE2,1
NX_P57723,,PCBP4,3,protein level,PE1,0
NX_Q96IU4,,ABHD14B,3,protein level,PE1,0
NX_Q9BUJ0,,ABHD14A,3,protein level,PE1,0
NX_Q03154,,ACY1,3,protein level,PE1,0
NX_P47914,,RPL29,3,protein level,PE1,0
NX_Q16829,,DUSP7,3,protein level,PE1,0
NX_Q6ZRV3,,LINC00696,3,uncertain,PE5,0
NX_Q8NBT0,,POC1A,3,protein level,PE1,0
NX_P13196,,ALAS1,3,protein level,PE1,0
NX_Q9NR96,,TLR9,3,protein level,PE1,0
NX_Q6IBS0,,TWF2,3,protein level,PE1,0
NX_Q96MI6,,PPM1M,3,transcript level,PE2,1
NX_Q6UXN9,,WDR82,3,protein level,PE1,0
NX_Q8IVS8,,GLYCTK,3,protein level,PE1,0
NX_Q9P2D7,,DNAH1,3,transcript level,PE2,1
NX_Q92560,,BAP1,3,protein level,PE1,0
NX_Q9BWX1,,PHF7,3,transcript level,PE2,1
NX_Q9NS98,,SEMA3G,3,protein level,PE1,0
NX_P63316,,TNNC1,3,protein level,PE1,0
NX_Q9Y2I1,,NISCH,3,protein level,PE1,0
NX_Q9NY15,,STAB1,3,protein level,PE1,0
NX_Q9H857,,NT5DC2,3,protein level,PE1,0
NX_Q8WVI0,,SMIM4,3,protein level,PE1,0
NX_Q86U86,,PBRM1,3,protein level,PE1,0
NX_Q9BVP2,,GNL3,3,protein level,PE1,0
NX_Q68CQ7,,GLT8D1,3,protein level,PE1,0
NX_Q9Y6A9,,SPCS1,3,protein level,PE1,0
NX_P51957,,NEK4,3,protein level,PE1,0
NX_P19827,,ITIH1,3,protein level,PE1,0
NX_Q06033,,ITIH3,3,protein level,PE1,0
NX_Q14624,,ITIH4,3,protein level,PE1,0
NX_Q8IVN3,,MUSTN1,3,protein level,PE1,0
NX_Q86TL2,,TMEM110,3,protein level,PE1,0
NX_Q9UHJ3,,SFMBT1,3,protein level,PE1,0
NX_Q96AA3,,RFT1,3,protein level,PE1,0
NX_Q05655,,PRKCD,3,protein level,PE1,0
NX_P29401,,TKT,3,protein level,PE1,0
NX_Q9NPI6,,DCP1A,3,protein level,PE1,0
NX_Q01668,,CACNA1D,3,protein level,PE1,0
NX_Q8NE62,,CHDH,3,protein level,PE1,0
NX_Q9NRM6,,IL17RB,3,protein level,PE1,0
NX_Q9H981,,ACTR8,3,protein level,PE1,0
NX_Q9Y6D0,,SELK,3,protein level,PE1,0
NX_Q8IZS8,,CACNA2D3,3,protein level,PE1,0
NX_Q1W209,,HESRG,3,transcript level,PE2,1
NX_Q9HBL6,,LRTM1,3,transcript level,PE2,1
NX_P41221,,WNT5A,3,protein level,PE1,0
NX_O15083,,ERC2,3,protein level,PE1,0
NX_O76042,,ERC2-IT1,3,uncertain,PE5,0
NX_A2RUB6,,CCDC66,3,protein level,PE1,0
NX_Q9UK61,,FAM208A,3,protein level,PE1,0
NX_Q9NR81,,ARHGEF3,3,protein level,PE1,0
NX_Q7Z6I5,,SPATA12,3,transcript level,PE2,1
NX_Q8NFM7,,IL17RD,3,protein level,PE1,0
NX_Q9UBX0,,HESX1,3,protein level,PE1,0
NX_Q9UKG1,,APPL1,3,protein level,PE1,0
NX_A6NK59,,ASB14,3,transcript level,PE2,1
NX_Q6ZR08,,DNAH12,3,transcript level,PE2,1
NX_Q6L8Q7,,PDE12,3,protein level,PE1,0
NX_P18085,,ARF4,3,protein level,PE1,0
NX_Q8IWF6,,DENND6A,3,protein level,PE1,0
NX_Q14BN4,,SLMAP,3,protein level,PE1,0
NX_O75369,,FLNB,3,protein level,PE1,0
NX_Q13609,,DNASE1L3,3,protein level,PE1,0
NX_Q9BV23,,ABHD6,3,protein level,PE1,0
NX_O95059,,RPP14,3,protein level,PE1,0
NX_P86397,,RPP14,3,protein level,PE1,0
NX_Q7Z7A4,,PXK,3,protein level,PE1,0
NX_P11177,,PDHB,3,protein level,PE1,0
NX_Q8NC69,,KCTD6,3,protein level,PE1,0
NX_Q99424,,ACOX2,3,protein level,PE1,0
NX_O95990,,FAM107A,3,protein level,PE1,0
NX_Q96BQ1,,FAM3D,3,protein level,PE1,0
NX_Q6ZVT6,,C3orf67,3,transcript level,PE2,1
NX_P49789,,FHIT,3,protein level,PE1,0
NX_Q9BY65,,NPCDR1,3,transcript level,PE2,1
NX_P23470,,PTPRG,3,protein level,PE1,0
NX_Q14602,,ID2B,3,uncertain,PE5,0
NX_Q9HBI5,,C3orf14,3,transcript level,PE2,1
NX_Q8TBJ5,,FEZF2,3,transcript level,PE2,1
NX_Q9ULU8,,CADPS,3,protein level,PE1,0
NX_Q8TBG9,,SYNPR,3,protein level,PE1,0
NX_A6NMZ2,,SNTN,3,transcript level,PE2,1
NX_Q96BT1,,C3orf49,3,transcript level,PE2,1
NX_Q6I9Y2,,THOC7,3,protein level,PE1,0
NX_O15265,,ATXN7,3,protein level,PE1,0
NX_Q15008,,PSMD6,3,protein level,PE1,0
NX_Q7Z3G6,,PRICKLE2,3,protein level,PE1,0
NX_Q9P2N4,,ADAMTS9,3,transcript level,PE2,1
NX_Q96QZ7,,MAGI1,3,protein level,PE1,0
NX_Q70HW3,,SLC25A26,3,protein level,PE1,0
NX_Q96JA1,,LRIG1,3,protein level,PE1,0
NX_Q8NFY9,,KBTBD8,3,protein level,PE1,0
NX_Q96I99,,SUCLG2,3,protein level,PE1,0
NX_Q7Z5A9,,FAM19A1,3,transcript level,PE2,1
NX_Q96LR4,,FAM19A4,3,transcript level,PE2,1
NX_Q5NDL2,,EOGT,3,protein level,PE1,0
NX_P82094,,TMF1,3,protein level,PE1,0
NX_Q8TBC4,,UBA3,3,protein level,PE1,0
NX_O75915,,ARL6IP5,3,protein level,PE1,0
NX_Q0VAK6,,LMOD3,3,transcript level,PE2,1
NX_Q9Y2L6,,FRMD4B,3,protein level,PE1,0
NX_O75030,,MITF,3,protein level,PE1,0
NX_Q9H334,,FOXP1,3,protein level,PE1,0
NX_Q8N5X7,,EIF4E3,3,protein level,PE1,0
NX_Q9NS67,,GPR27,3,transcript level,PE2,1
NX_Q9HC23,,PROK2,3,protein level,PE1,0
NX_Q8N488,,RYBP,3,protein level,PE1,0
NX_Q6PI26,,SHQ1,3,protein level,PE1,0
NX_A0PJZ3,,GXYLT2,3,protein level,PE1,0
NX_Q9NY27,,PPP4R2,3,protein level,PE1,0
NX_Q6P2I7,,EBLN2,3,transcript level,PE2,1
NX_Q9UPQ7,,PDZRN3,3,protein level,PE1,0
NX_Q9P232,,CNTN3,3,protein level,PE1,0
NX_A6NGY1,,FRG2C,3,transcript level,PE2,1
NX_Q9BY31,,ZNF717,3,transcript level,PE2,1
NX_Q9HCK4,,ROBO2,3,protein level,PE1,0
NX_Q9Y6N7,,ROBO1,3,protein level,PE1,0
NX_Q04446,,GBE1,3,protein level,PE1,0
NX_Q8N3J6,,CADM2,3,protein level,PE1,0
NX_A8MV65,,VGLL3,3,transcript level,PE2,1
NX_Q9UQN3,,CHMP2B,3,protein level,PE1,0
NX_P28069,,POU1F1,3,protein level,PE1,0
NX_P30939,,HTR1F,3,transcript level,PE2,1
NX_Q9UFW8,,CGGBP1,3,protein level,PE1,0
NX_Q8IZM8,,ZNF654,3,protein level,PE1,0
NX_Q5JPI3,,C3orf38,3,protein level,PE1,0
NX_P29320,,EPHA3,3,protein level,PE1,0
NX_P07225,,PROS1,3,protein level,PE1,0
NX_Q3SXY8,,ARL13B,3,protein level,PE1,0
NX_Q8N4C7,,STX19,3,protein level,PE1,0
NX_Q86XF0,,DHFRL1,3,protein level,PE1,0
NX_Q9H649,,NSUN3,3,transcript level,PE2,1
NX_Q9UF33,,EPHA6,3,protein level,PE1,0
NX_Q9H0F7,,ARL6,3,protein level,PE1,0
NX_Q68DQ2,,CRYBG3,3,protein level,PE1,0
NX_Q8IUF8,,MINA,3,protein level,PE1,0
NX_A8MPY1,,GABRR3,3,transcript level,PE2,1
NX_P0C628,,OR5AC1,3,homology,PE3,1
NX_Q9NZP5,,OR5AC2,3,transcript level,PE2,1
NX_A6NKK0,,OR5H1,3,transcript level,PE2,1
NX_A6NHG9,,OR5H14,3,transcript level,PE2,1
NX_A6NDH6,,OR5H15,3,transcript level,PE2,1
NX_Q8NGV6,,OR5H6,3,transcript level,PE2,1
NX_Q8NGV7,,OR5H2,3,transcript level,PE2,1
NX_A6NMS3,,OR5K4,3,transcript level,PE2,1
NX_A6NET4,,OR5K3,3,transcript level,PE2,1
NX_Q8NHB7,,OR5K1,3,transcript level,PE2,1
NX_Q8NHB8,,OR5K2,3,transcript level,PE2,1
NX_Q9NY35,,CLDND1,3,protein level,PE1,0
NX_P36551,,CPOX,3,protein level,PE1,0
NX_P49685,,GPR15,3,protein level,PE1,0
NX_Q9Y274,,ST3GAL6,3,protein level,PE1,0
NX_Q96PD2,,DCBLD2,3,protein level,PE1,0
NX_P27658,,COL8A1,3,protein level,PE1,0
NX_Q9NRT5,,-,3,uncertain,PE5,0
NX_Q9BQ75,,CMSS1,3,protein level,PE1,0
NX_Q4L180,,FILIP1L,3,protein level,PE1,0
NX_A0ZSE6,,TMEM30C,3,transcript level,PE2,1
NX_Q9NUY8,,TBC1D23,3,protein level,PE1,0
NX_Q9NQR4,,NIT2,3,protein level,PE1,0
NX_O94826,,TOMM70A,3,protein level,PE1,0
NX_A1A4G5,,LNP1,3,protein level,PE1,0
NX_Q9NWC5,,TMEM45A,3,protein level,PE1,0
NX_Q96K78,,GPR128,3,transcript level,PE2,1
NX_Q92734,,TFG,3,protein level,PE1,0
NX_Q7Z7G0,,ABI3BP,3,protein level,PE1,0
NX_Q9BZV3,,IMPG2,3,protein level,PE1,0
NX_Q9BQF6,,SENP7,3,protein level,PE1,0
NX_A6NC97,,FAM172BP,3,uncertain,PE5,0
NX_Q7L0Y3,,TRMT10C,3,protein level,PE1,0
NX_Q8WW12,,PCNP,3,protein level,PE1,0
NX_O95625,,ZBTB11,3,protein level,PE1,0
NX_Q9BTX9,,-,3,predicted,PE4,1
NX_P83731,,RPL24,3,protein level,PE1,0
NX_Q8IW35,,CEP97,3,protein level,PE1,0
NX_Q969Y0,,NXPE3,3,transcript level,PE2,1
NX_Q9BYH8,,NFKBIZ,3,protein level,PE1,0
NX_Q0VG73,,-,3,uncertain,PE5,0
NX_Q8TCW7,,ZPLD1,3,transcript level,PE2,1
NX_Q13740,,ALCAM,3,protein level,PE1,0
NX_Q13191,,CBLB,3,protein level,PE1,0
NX_Q8NEL0,,CCDC54,3,protein level,PE1,0
NX_Q8WY36,,BBX,3,protein level,PE1,0
NX_Q08722,,CD47,3,protein level,PE1,0
NX_Q9NWB7,,IFT57,3,protein level,PE1,0
NX_Q9UM44,,HHLA2,3,transcript level,PE2,1
NX_Q9Y2K3,,MYH15,3,protein level,PE1,0
NX_Q8TCG1,,KIAA1524,3,protein level,PE1,0
NX_Q86Y13,,DZIP3,3,protein level,PE1,0
NX_Q9BQ08,,RETNLB,3,transcript level,PE2,1
NX_Q6PIZ9,,TRAT1,3,protein level,PE1,0
NX_O95843,,GUCA1C,3,protein level,PE1,0
NX_Q86VD1,,MORC1,3,protein level,PE1,0
NX_Q7Z7J5,,DPPA2,3,protein level,PE1,0
NX_Q7L190,,DPPA4,3,protein level,PE1,0
NX_Q1RN00,,-,3,transcript level,PE2,1
NX_Q9NQS3,,PVRL3,3,protein level,PE1,0
NX_P40200,,CD96,3,protein level,PE1,0
NX_Q9BTP6,,ZBED2,3,protein level,PE1,0
NX_Q0VAA5,,PLCXD2,3,protein level,PE1,0
NX_Q86SQ0,,PHLDB2,3,protein level,PE1,0
NX_Q9NUJ1,,ABHD10,3,protein level,PE1,0
NX_Q9UI15,,TAGLN3,3,protein level,PE1,0
NX_Q7RTY8,,TMPRSS7,3,transcript level,PE2,1
NX_Q5BVD1,,TTMP,3,protein level,PE1,0
NX_Q8N6F7,,GCSAM,3,protein level,PE1,0
NX_Q4G0N8,,SLC9C1,3,transcript level,PE2,1
NX_P41217,,CD200,3,protein level,PE1,0
NX_Q7Z6A9,,BTLA,3,protein level,PE1,0
NX_Q9NT62,,ATG3,3,protein level,PE1,0
NX_Q9BS91,,SLC35A5,3,protein level,PE1,0
NX_Q76M96,,CCDC80,3,protein level,PE1,0
NX_Q6Q8B3,,CD200R1L,3,transcript level,PE2,1
NX_Q8TD46,,CD200R1,3,protein level,PE1,0
NX_Q8N3Z3,,GTPBP8,3,protein level,PE1,0
NX_Q6NW34,,C3orf17,3,protein level,PE1,0
NX_Q9BWV1,,BOC,3,protein level,PE1,0
NX_Q96MT7,,WDR52,3,protein level,PE1,0
NX_Q8N0Z3,,SPICE1,3,protein level,PE1,0
NX_Q9NXL6,,SIDT1,3,protein level,PE1,0
NX_Q68DE3,,KIAA2018,3,protein level,PE1,0
NX_Q9GZZ1,,NAA50,3,protein level,PE1,0
NX_P38606,,ATP6V1A,3,protein level,PE1,0
NX_Q8IYS0,,GRAMD1C,3,protein level,PE1,0
NX_Q8IYP9,,ZDHHC23,3,protein level,PE1,0
NX_Q8NCU4,,KIAA1407,3,transcript level,PE2,1
NX_Q9H974,,QTRTD1,3,protein level,PE1,0
NX_P35462,,DRD3,3,protein level,PE1,0
NX_P51504,,ZNF80,3,transcript level,PE2,1
NX_Q495A1,,TIGIT,3,protein level,PE1,0
NX_Q9HC78,,ZBTB20,3,protein level,PE1,0
NX_P17677,,GAP43,3,protein level,PE1,0
NX_Q13449,,LSAMP,3,protein level,PE1,0
NX_Q5DX21,,IGSF11,3,protein level,PE1,0
NX_Q96M34,,C3orf30,3,transcript level,PE2,1
NX_O75841,,UPK1B,3,protein level,PE1,0
NX_O60513,,B4GALT4,3,protein level,PE1,0
NX_Q2M1Z3,,ARHGAP31,3,protein level,PE1,0
NX_Q9NV64,,TMEM39A,3,protein level,PE1,0
NX_Q8NBL1,,POGLUT1,3,protein level,PE1,0
NX_Q9NPL8,,TIMMDC1,3,protein level,PE1,0
NX_P33681,,CD80,3,protein level,PE1,0
NX_P54922,,ADPRH,3,protein level,PE1,0
NX_Q53H76,,PLA1A,3,protein level,PE1,0
NX_Q9HBU9,,POPDC2,3,transcript level,PE2,1
NX_Q14061,,COX17,3,protein level,PE1,0
NX_Q7Z4T9,,MAATS1,3,protein level,PE1,0
NX_O75469,,NR1I2,3,protein level,PE1,0
NX_P49841,,GSK3B,3,protein level,PE1,0
NX_Q8NFN8,,GPR156,3,transcript level,PE2,1
NX_Q96CX6,,LRRC58,3,protein level,PE1,0
NX_Q12841,,FSTL1,3,protein level,PE1,0
NX_O95168,,NDUFB4,3,protein level,PE1,0
NX_Q93099,,HGD,3,protein level,PE1,0
NX_Q5HYI8,,RABL3,3,protein level,PE1,0
NX_P29083,,GTF2E1,3,protein level,PE1,0
NX_Q9Y2K9,,STXBP5L,3,protein level,PE1,0
NX_O75417,,POLQ,3,protein level,PE1,0
NX_A6NJG6,,ARGFX,3,transcript level,PE2,1
NX_Q9UH90,,FBXO40,3,protein level,PE1,0
NX_P14317,,HCLS1,3,protein level,PE1,0
NX_Q14789,,GOLGB1,3,protein level,PE1,0
NX_Q15051,,IQCB1,3,protein level,PE1,0
NX_Q96CJ1,,EAF2,3,protein level,PE1,0
NX_Q16348,,SLC15A2,3,protein level,PE1,0
NX_Q86SU0,,ILDR1,3,protein level,PE1,0
NX_P42081,,CD86,3,protein level,PE1,0
NX_P41180,,CASR,3,protein level,PE1,0
NX_P01040,,CSTA,3,protein level,PE1,0
NX_Q4VC31,,CCDC58,3,protein level,PE1,0
NX_Q96A26,,FAM162A,3,protein level,PE1,0
NX_Q86VZ2,,WDR5B,3,transcript level,PE2,1
NX_P52294,,KPNA1,3,protein level,PE1,0
NX_Q8IXQ6,,PARP9,3,protein level,PE1,0
NX_Q8TDB6,,DTX3L,3,protein level,PE1,0
NX_Q460N3,,PARP15,3,protein level,PE1,0
NX_Q460N5,,PARP14,3,protein level,PE1,0
NX_Q96EW2,,HSPBAP1,3,protein level,PE1,0
NX_Q96SL1,,DIRC2,3,protein level,PE1,0
NX_Q9P283,,SEMA5B,3,transcript level,PE2,1
NX_Q14554,,PDIA5,3,protein level,PE1,0
NX_Q96IW7,,SEC22A,3,protein level,PE1,0
