Protein,Anchor,Gene,Chromosome,Source,Score
H0Y4A0,0,ENSG00000099250,10,PICR,3
H0Y4A2,0,ENSG00000107614,10,PICR,3
H0Y4A4,0,ENSG00000121957,1,PICR,3
H0Y4A7,0,ENSG00000185658,21,PICR,3
H0Y4A8,0,ENSG00000143375,1,PICR,3
H0Y4B0,0,ENSG00000117419,1,PICR,3
H0Y4B1,1,ENSG00000143178,1,PICR,3
H0Y4B4,0,ENSG00000143390,1,PICR,3
H0Y4B5,0,ENSG00000101144,20,PICR,3
H0Y4B6,0,ENSG00000136811,9,PICR,3
H0Y4B8,0,ENSG00000241296,HSCHR6_MHC_SSTO,PICR,3
H0Y4B9,1,ENSG00000175198,13,PICR,3
H0Y4C0,0,ENSG00000131018,6,PICR,3
H0Y4C3,0,ENSG00000163486,1,PICR,3
H0Y4C5,0,ENSG00000138386,2,PICR,3
H0Y4C9,0,ENSG00000124749,6,PICR,3
H0Y4D2,0,ENSG00000179869,7,PICR,3
H0Y4D4,0,ENSG00000060971,3,PICR,3
H0Y4D6,0,ENSG00000137221,6,PICR,3
H0Y4D8,1,ENSG00000142632,1,PICR,3
H0Y4E0,0,ENSG00000116750,1,PICR,3
H0Y4E4,1,ENSG00000115850,2,PICR,3
H0Y4E5,1,ENSG00000148444,10,PICR,3
H0Y4E7,0,ENSG00000165219,9,PICR,3
H0Y4E8,0,ENSG00000160584,11,PICR,3
H0Y4F4,0,ENSG00000112701,6,PICR,3
H0Y4F5,0,ENSG00000127603,1,PICR,3
H0Y4F6,1,ENSG00000236029,9,PICR,3
H0Y4F7,0,ENSG00000107959,10,PICR,3
H0Y4F8,0,ENSG00000143393,1,PICR,3
H0Y4F9,0,ENSG00000120254,6,PICR,3
H0Y4G4,1,ENSG00000164465,6,PICR,3
H0Y4G9,1,ENSG00000172936,3,PICR,3
H0Y4H1,0,ENSG00000142949,1,PICR,3
H0Y4H3,1,ENSG00000269478,HG1459_PATCH,PICR,3
H0Y4I5,0,ENSG00000100399,22,PICR,3
H0Y4I9,0,ENSG00000001461,1,PICR,3
H0Y4J0,0,ENSG00000174469,7,PICR,3
H0Y4J1,0,ENSG00000173068,9,PICR,3
H0Y4J2,0,ENSG00000116221,1,PICR,3
H0Y4J3,1,ENSG00000001460,1,PICR,3
H0Y4J4,1,ENSG00000237508,HSCHR6_MHC_MANN,PICR,3
H0Y4J5,1,ENSG00000185615,16,PICR,3
H0Y4J6,0,ENSG00000106992,9,PICR,3
H0Y4J7,0,ENSG00000155657,2,PICR,3
H0Y4K0,0,ENSG00000116750,1,PICR,3
H0Y4K4,1,ENSG00000107521,10,PICR,3
H0Y4K5,0,ENSG00000236759,HSCHR6_MHC_COX,PICR,3
H0Y4K8,0,ENSG00000115414,2,PICR,3
H0Y4L0,0,ENSG00000234745,6,PICR,3
H0Y4L1,0,ENSG00000204463,6,PICR,3
H0Y4L4,0,ENSG00000107317,9,PICR,3
H0Y4M1,0,ENSG00000176927,17,PICR,3
H0Y4M5,1,ENSG00000172432,6,PICR,3
H0Y4M6,0,ENSG00000126217,13,PICR,3
H0Y4M7,0,ENSG00000184381,22,PICR,3
H0Y4M8,0,ENSG00000267825,HG1497_PATCH,PICR,3
H0Y4N0,0,ENSG00000076242,3,PICR,3
H0Y4N1,0,ENSG00000175600,7,PICR,3
H0Y4N5,0,ENSG00000148814,10,PICR,3
H0Y4N6,0,ENSG00000099250,10,PICR,3
H0Y4P3,0,ENSG00000145041,3,PICR,3
H0Y4P4,0,ENSG00000215529,20,PICR,3
H0Y4P5,0,ENSG00000118690,6,PICR,3
H0Y4P6,0,ENSG00000131503,5,PICR,3
H0Y4P7,0,ENSG00000111799,6,PICR,3
H0Y4P9,0,ENSG00000145819,5,PICR,3
H0Y4Q2,0,ENSG00000112139,6,PICR,3
H0Y4Q3,0,ENSG00000100401,22,PICR,3
H0Y4Q6,0,ENSG00000115207,2,PICR,3
H0Y4Q8,0,ENSG00000133678,10,PICR,3
H0Y4R1,0,ENSG00000178035,3,PICR,3
H0Y4R2,0,ENSG00000262569,HG1257_PATCH,PICR,3
H0Y4R3,0,ENSG00000134470,10,PICR,3
H0Y4R4,0,ENSG00000143337,1,PICR,3
H0Y4R5,0,ENSG00000188807,1,PICR,3
H0Y4R8,0,ENSG00000067066,2,PICR,3
H0Y4R9,0,ENSG00000185658,21,PICR,3
H0Y4S1,1,ENSG00000137094,9,PICR,3
H0Y4S6,0,ENSG00000066923,7,PICR,3
H0Y4S7,0,ENSG00000125826,20,PICR,3
H0Y4S8,0,ENSG00000142687,1,PICR,3
H0Y4S9,1,ENSG00000102753,13,PICR,3
H0Y4T0,1,ENSG00000137200,6,PICR,3
H0Y4T1,0,ENSG00000117682,1,PICR,3
H0Y4T2,0,ENSG00000173638,21,PICR,3
H0Y4T4,0,ENSG00000143702,1,PICR,3
H0Y4T6,0,ENSG00000102309,X,PICR,3
H0Y4T7,0,ENSG00000182979,14,PICR,3
H0Y4T9,0,ENSG00000107890,10,PICR,3
H0Y4U3,0,ENSG00000162747,1,PICR,3
H0Y4U4,0,ENSG00000122133,9,PICR,3
H0Y4U7,1,ENSG00000154258,17,PICR,3
H0Y4U8,0,ENSG00000100109,22,PICR,3
H0Y4U9,0,ENSG00000197748,10,PICR,3
H0Y4V2,1,ENSG00000107263,9,PICR,3
H0Y4V6,0,ENSG00000183765,22,PICR,3
H0Y4V9,0,ENSG00000107929,10,PICR,3
H0Y4W0,0,ENSG00000148444,10,PICR,3
H0Y4W2,0,ENSG00000261023,HG946_PATCH,PICR,3
H0Y4W3,1,ENSG00000169991,1,PICR,3
H0Y4W4,1,ENSG00000146232,6,PICR,3
H0Y4W5,0,ENSG00000124491,6,PICR,3
H0Y4W6,0,ENSG00000091831,6,PICR,3
H0Y4W8,1,ENSG00000214306,11,PICR,3
H0Y4X3,0,ENSG00000131051,20,PICR,3
H0Y4X4,1,ENSG00000241910,HSCHR6_MHC_MCF,PICR,3
H0Y4X7,0,ENSG00000136147,13,PICR,3
H0Y4Y1,0,ENSG00000172940,3,PICR,3
H0Y4Y2,0,ENSG00000161048,7,PICR,3
H0Y4Y4,1,ENSG00000142634,1,PICR,3
H0Y4Y6,0,ENSG00000178199,6,PICR,3
H0Y4Y8,0,ENSG00000130720,9,PICR,3
H0Y4Y9,0,ENSG00000159307,22,PICR,3
H0Y4Z1,1,ENSG00000118200,1,PICR,3
H0Y4Z2,0,ENSG00000127249,3,PICR,3
H0Y4Z6,1,ENSG00000100994,20,PICR,3
H0Y4Z7,0,ENSG00000095321,9,PICR,3
H0Y4Z8,0,ENSG00000196642,9,PICR,3
H0Y500,0,ENSG00000185658,21,PICR,3
H0Y501,0,ENSG00000101457,20,PICR,3
H0Y503,0,ENSG00000082153,2,PICR,3
H0Y507,0,ENSG00000107957,10,PICR,3
H0Y509,1,ENSG00000077585,1,PICR,3
H0Y512,1,ENSG00000101474,20,PICR,3
H0Y515,1,ENSG00000188738,2,PICR,3
H0Y517,1,ENSG00000154222,1,PICR,3
H0Y518,0,ENSG00000112137,6,PICR,3
H0Y519,0,ENSG00000126217,13,PICR,3
H0Y523,0,ENSG00000205726,21,PICR,3
H0Y524,0,ENSG00000214078,20,PICR,3
H0Y525,0,ENSG00000093144,6,PICR,3
H0Y529,0,ENSG00000070371,22,PICR,3
H0Y530,0,ENSG00000122133,9,PICR,3
H0Y532,0,ENSG00000143416,1,PICR,3
H0Y534,1,ENSG00000089177,20,PICR,3
H0Y536,0,ENSG00000171307,10,PICR,3
H0Y539,1,ENSG00000160691,1,PICR,3
H0Y542,0,ENSG00000064787,20,PICR,3
H0Y543,1,ENSG00000198162,1,PICR,3
H0Y544,0,ENSG00000089057,20,PICR,3
H0Y546,1,ENSG00000155282,9,PICR,3
H0Y547,0,ENSG00000068650,13,PICR,3
H0Y548,1,ENSG00000108179,10,PICR,3
H0Y549,1,ENSG00000160345,9,PICR,3
H0Y550,0,ENSG00000171853,2,PICR,3
H0Y551,1,ENSG00000215641,HSCHR6_MHC_QBL,PICR,3
H0Y552,0,ENSG00000133138,X,PICR,3
H0Y553,0,ENSG00000153291,6,PICR,3
H0Y554,0,ENSG00000186716,22,PICR,3
H0Y555,0,ENSG00000125818,20,PICR,3
H0Y561,0,ENSG00000159352,1,PICR,3
H0Y562,0,ENSG00000119383,9,PICR,3
H0Y564,0,ENSG00000153107,2,PICR,3
H0Y565,1,ENSG00000125772,20,PICR,3
H0Y566,1,ENSG00000136636,1,PICR,3
H0Y568,0,ENSG00000179915,2,PICR,3
H0Y570,1,ENSG00000162733,1,PICR,3
H0Y572,0,ENSG00000088387,13,PICR,3
H0Y573,1,ENSG00000227706,6,PICR,3
H0Y576,0,ENSG00000125676,X,PICR,3
H0Y577,1,ENSG00000081377,9,PICR,3
H0Y579,1,ENSG00000119318,9,PICR,3
H0Y580,1,ENSG00000070785,1,PICR,3
H0Y581,0,ENSG00000007952,X,PICR,3
H0Y582,0,ENSG00000163486,1,PICR,3
H0Y583,0,ENSG00000096155,HSCHR6_MHC_QBL,PICR,3
H0Y586,1,ENSG00000101182,20,PICR,3
H0Y588,1,ENSG00000203666,1,PICR,3
H0Y589,0,ENSG00000268312,HG1433_PATCH,PICR,3
H0Y590,1,ENSG00000180113,6,PICR,3
H0Y592,0,ENSG00000072163,2,PICR,3
H0Y593,0,ENSG00000130649,10,PICR,3
H0Y594,0,ENSG00000125676,X,PICR,3
H0Y596,0,ENSG00000088926,4,PICR,3
H0Y598,1,ENSG00000096384,6,PICR,3
H0Y599,0,ENSG00000128512,7,PICR,3
H0Y5A1,0,ENSG00000107317,9,PICR,3
H0Y5A2,1,ENSG00000149599,20,PICR,3
H0Y5A3,1,ENSG00000075240,22,PICR,3
H0Y5A6,1,ENSG00000183690,X,PICR,3
H0Y5A7,0,ENSG00000143178,1,PICR,3
H0Y5A8,0,ENSG00000151240,10,PICR,3
H0Y5A9,0,ENSG00000142798,1,PICR,3
H0Y5B0,0,ENSG00000079819,6,PICR,3
H0Y5B2,0,ENSG00000129925,16,PICR,3
H0Y5B4,1,ENSG00000269315,HG1439_PATCH,PICR,3
H0Y5B5,0,ENSG00000163939,3,PICR,3
H0Y5C0,0,ENSG00000117114,1,PICR,3
H0Y5C2,0,ENSG00000107669,10,PICR,3
H0Y5C3,0,ENSG00000267951,HG1497_PATCH,PICR,3
H0Y5C4,0,ENSG00000078403,10,PICR,3
H0Y5C5,1,ENSG00000134443,18,PICR,3
H0Y5C6,0,ENSG00000269329,HG1497_PATCH,PICR,3
H0Y5D0,0,ENSG00000167081,9,PICR,3
H0Y5D1,0,ENSG00000269882,HG344_PATCH,PICR,3
H0Y5D2,0,ENSG00000148308,9,PICR,3
H0Y5D3,0,ENSG00000136940,9,PICR,3
H0Y5D5,0,ENSG00000148337,9,PICR,3
H0Y5D8,1,ENSG00000165322,10,PICR,3
H0Y5D9,0,ENSG00000056586,9,PICR,3
H0Y5E1,1,ENSG00000132793,20,PICR,3
H0Y5E3,0,ENSG00000214021,3,PICR,3
H0Y5E4,0,ENSG00000026508,11,PICR,3
H0Y5E8,0,ENSG00000079332,10,PICR,3
H0Y5E9,1,ENSG00000136770,10,PICR,3
H0Y5F2,0,ENSG00000215910,1,PICR,3
H0Y5F3,0,ENSG00000269329,HG1497_PATCH,PICR,3
H0Y5F4,0,ENSG00000135537,6,PICR,3
H0Y5F5,0,ENSG00000090621,1,PICR,3
H0Y5F6,1,ENSG00000111912,6,PICR,3
H0Y5F9,0,ENSG00000162620,1,PICR,3
H0Y5G0,0,ENSG00000112305,6,PICR,3
H0Y5G3,1,ENSG00000102243,X,PICR,3
H0Y5G7,0,ENSG00000151779,2,PICR,3
H0Y5G8,0,ENSG00000145194,3,PICR,3
H0Y5G9,0,ENSG00000078618,1,PICR,3
H0Y5H2,1,ENSG00000149679,20,PICR,3
H0Y5H5,1,ENSG00000198746,1,PICR,3
H0Y5H6,0,ENSG00000143569,1,PICR,3
H0Y5H7,0,ENSG00000061938,3,PICR,3
H0Y5H9,0,ENSG00000206073,18,PICR,3
H0Y5I1,0,ENSG00000112562,6,PICR,3
H0Y5I3,1,ENSG00000231479,HSCHR6_MHC_COX,PICR,3
H0Y5I5,0,ENSG00000143373,1,PICR,3
H0Y5I7,0,ENSG00000198089,22,PICR,3
H0Y5I9,0,ENSG00000185658,21,PICR,3
H0Y5J1,0,ENSG00000172432,6,PICR,3
H0Y5J3,0,ENSG00000147050,X,PICR,3
H0Y5J4,0,ENSG00000136279,7,PICR,3
H0Y5J5,1,ENSG00000158122,9,PICR,3
H0Y5J8,0,ENSG00000138190,10,PICR,3
H0Y5J9,0,ENSG00000100106,22,PICR,3
H0Y5K2,0,ENSG00000146674,7,PICR,3
H0Y5K5,0,ENSG00000125991,20,PICR,3
H0Y5L2,0,ENSG00000093144,6,PICR,3
H0Y5L4,0,ENSG00000215910,1,PICR,3
H0Y5L6,1,ENSG00000268853,HG1426_PATCH,PICR,3
H0Y5L7,0,ENSG00000076242,3,PICR,3
H0Y5L8,1,ENSG00000151849,13,PICR,3
H0Y5M0,0,ENSG00000151948,12,PICR,3
H0Y5M1,0,ENSG00000118705,20,PICR,3
H0Y5M2,0,ENSG00000100395,22,PICR,3
H0Y5M5,1,ENSG00000164989,9,PICR,3
H0Y5M6,0,ENSG00000115825,2,PICR,3
H0Y5M8,0,ENSG00000112394,6,PICR,3
H0Y5M9,1,ENSG00000107014,9,PICR,3
H0Y5N1,0,ENSG00000171877,15,PICR,3
H0Y5N2,1,ENSG00000135587,6,PICR,3
H0Y5N4,0,ENSG00000100146,22,PICR,3
H0Y5N9,0,ENSG00000111799,6,PICR,3
H0Y5P0,0,ENSG00000142621,1,PICR,3
H0Y5P1,1,ENSG00000171462,6,PICR,3
H0Y5P2,0,ENSG00000237710,HSCHR6_MHC_DBB,PICR,3
H0Y5P4,0,ENSG00000078403,10,PICR,3
H0Y5P8,0,ENSG00000136636,1,PICR,3
H0Y5P9,0,ENSG00000117834,1,PICR,3
H0Y5Q2,1,ENSG00000177943,9,PICR,3
H0Y5Q7,0,ENSG00000267989,HG1497_PATCH,PICR,3
H0Y5Q9,0,ENSG00000168918,2,PICR,3
H0Y5R0,0,ENSG00000235960,HSCHR6_MHC_DBB,PICR,3
H0Y5R1,1,ENSG00000029153,12,PICR,3
H0Y5R2,0,ENSG00000126001,20,PICR,3
H0Y5R3,0,ENSG00000026652,6,PICR,3
H0Y5R6,1,ENSG00000126088,1,PICR,3
H0Y5R9,0,ENSG00000248751,22,PICR,3
H0Y5S0,0,ENSG00000106829,9,PICR,3
H0Y5S1,1,ENSG00000148396,9,PICR,3
H0Y5S2,1,ENSG00000198580,7,PICR,3
H0Y5S4,0,ENSG00000078053,7,PICR,3
H0Y5S5,0,ENSG00000187862,1,PICR,3
H0Y5S6,1,ENSG00000047230,X,PICR,3
H0Y5S7,0,ENSG00000096384,6,PICR,3
H0Y5S9,0,ENSG00000213923,22,PICR,3
H0Y5T1,0,ENSG00000074054,2,PICR,3
H0Y5T2,0,ENSG00000107863,10,PICR,3
H0Y5T3,1,ENSG00000198952,1,PICR,3
H0Y5T4,0,ENSG00000009413,6,PICR,3
H0Y5T8,0,ENSG00000100106,22,PICR,3
H0Y5U0,0,ENSG00000175198,13,PICR,3
H0Y5U1,1,ENSG00000188157,1,PICR,3
H0Y5U2,0,ENSG00000082684,3,PICR,3
H0Y5U4,0,ENSG00000076242,3,PICR,3
H0Y5U7,0,ENSG00000065526,1,PICR,3
H0Y5U8,0,ENSG00000266412,HG1211_PATCH,PICR,3
H0Y5V0,1,ENSG00000081985,1,PICR,3
H0Y5V1,0,ENSG00000143776,1,PICR,3
H0Y5V3,0,ENSG00000215126,9,PICR,3
H0Y5V5,0,ENSG00000065243,1,PICR,3
H0Y5V6,0,ENSG00000236029,9,PICR,3
H0Y5W0,1,ENSG00000086758,X,PICR,3
H0Y5W8,0,ENSG00000100241,22,PICR,3
H0Y5X0,0,ENSG00000197586,20,PICR,3
H0Y5X4,0,ENSG00000186094,1,PICR,3
H0Y5X5,0,ENSG00000095370,9,PICR,3
H0Y5X7,1,ENSG00000268321,HSCHR19LRC_LRC_J_CTG1,PICR,3
H0Y5Y0,1,ENSG00000085377,6,PICR,3
H0Y5Y2,0,ENSG00000116679,1,PICR,3
H0Y5Y3,1,ENSG00000112773,6,PICR,3
H0Y5Z0,1,ENSG00000134460,10,PICR,3
H0Y5Z1,1,ENSG00000167970,16,PICR,3
H0Y5Z3,0,ENSG00000153291,6,PICR,3
H0Y5Z4,0,ENSG00000124224,20,PICR,3
H0Y5Z5,0,ENSG00000122497,1,PICR,3
H0Y5Z6,0,ENSG00000156113,10,PICR,3
H0Y5Z8,0,ENSG00000116260,1,PICR,3
H0Y5Z9,0,ENSG00000142945,1,PICR,3
H0Y601,0,ENSG00000215126,9,PICR,3
H0Y605,0,ENSG00000142621,1,PICR,3
H0Y606,0,ENSG00000156113,10,PICR,3
H0Y607,1,ENSG00000138286,10,PICR,3
H0Y608,1,ENSG00000215906,1,PICR,3
H0Y610,0,ENSG00000102309,X,PICR,3
H0Y612,0,ENSG00000197323,1,PICR,3
H0Y613,0,ENSG00000131149,16,PICR,3
H0Y614,1,ENSG00000120686,13,PICR,3
H0Y615,1,ENSG00000233051,HSCHR6_MHC_COX,PICR,3
H0Y618,0,ENSG00000184206,15,PICR,3
H0Y620,0,ENSG00000111912,6,PICR,3
H0Y621,0,ENSG00000125991,20,PICR,3
H0Y623,0,ENSG00000159409,1,PICR,3
H0Y624,0,ENSG00000068650,13,PICR,3
H0Y626,1,ENSG00000251537,17,PICR,3
H0Y627,1,ENSG00000143740,1,PICR,3
H0Y630,0,ENSG00000102572,13,PICR,3
H0Y632,0,ENSG00000177570,8,PICR,3
H0Y635,1,ENSG00000224336,Y,PICR,3
H0Y636,0,ENSG00000116750,1,PICR,3
H0Y638,0,ENSG00000075391,1,PICR,3
H0Y641,0,ENSG00000107929,10,PICR,3
H0Y642,1,ENSG00000269133,HG1497_PATCH,PICR,3
H0Y645,0,ENSG00000213923,22,PICR,3
H0Y649,0,ENSG00000122497,1,PICR,3
H0Y650,0,ENSG00000164818,7,PICR,3
H0Y653,1,ENSG00000101361,20,PICR,3
H0Y659,0,ENSG00000086758,X,PICR,3
H0Y662,1,ENSG00000101977,X,PICR,3
H0Y663,0,ENSG00000162552,1,PICR,3
H0Y664,0,ENSG00000186275,1,PICR,3
H0Y668,1,ENSG00000116147,1,PICR,3
H0Y669,0,ENSG00000020256,20,PICR,3
H0Y670,0,ENSG00000180176,11,PICR,3
H0Y672,0,ENSG00000111879,6,PICR,3
H0Y673,0,ENSG00000182287,X,PICR,3
H0Y677,0,ENSG00000180176,11,PICR,3
H0Y679,0,ENSG00000143294,1,PICR,3
H0Y681,0,ENSG00000101445,20,PICR,3
H0Y682,0,ENSG00000213923,22,PICR,3
H0Y683,0,ENSG00000135502,12,PICR,3
H0Y684,0,ENSG00000124006,2,PICR,3
H0Y686,0,ENSG00000100242,22,PICR,3
H0Y687,0,ENSG00000117501,1,PICR,3
H0Y689,1,ENSG00000171408,6,PICR,3
H0Y691,1,ENSG00000175782,12,PICR,3
H0Y695,0,ENSG00000145020,3,PICR,3
H0Y696,0,ENSG00000003393,2,PICR,3
H0Y698,0,ENSG00000101473,20,PICR,3
H0Y6A0,0,ENSG00000242247,22,PICR,3
H0Y6A1,0,ENSG00000147206,X,PICR,3
H0Y6A2,1,ENSG00000136828,9,PICR,3
H0Y6A4,0,ENSG00000122133,9,PICR,3
H0Y6A5,0,ENSG00000163812,3,PICR,3
H0Y6A7,0,ENSG00000124194,20,PICR,3
H0Y6B2,0,ENSG00000106868,9,PICR,3
H0Y6B3,0,ENSG00000185480,12,PICR,3
H0Y6B5,0,ENSG00000138443,2,PICR,3
H0Y6C0,0,ENSG00000118965,2,PICR,3
H0Y6C1,1,ENSG00000178425,6,PICR,3
H0Y6C2,0,ENSG00000065325,17,PICR,3
H0Y6C3,0,ENSG00000104524,8,PICR,3
H0Y6C4,0,ENSG00000262263,HG1257_PATCH,PICR,3
H0Y6C6,1,ENSG00000095713,10,PICR,3
H0Y6C7,0,ENSG00000100360,22,PICR,3
H0Y6C9,0,ENSG00000162825,1,PICR,3
H0Y6D1,1,ENSG00000124256,20,PICR,3
H0Y6D6,0,ENSG00000198580,7,PICR,3
H0Y6D7,0,ENSG00000112773,6,PICR,3
H0Y6D8,1,ENSG00000112592,6,PICR,3
H0Y6E1,0,ENSG00000122359,10,PICR,3
H0Y6E4,0,ENSG00000096384,6,PICR,3
H0Y6E5,0,ENSG00000119383,9,PICR,3
H0Y6E6,0,ENSG00000145016,3,PICR,3
H0Y6E7,0,ENSG00000147274,X,PICR,3
H0Y6E8,0,ENSG00000134470,10,PICR,3
H0Y6E9,0,ENSG00000171307,10,PICR,3
H0Y6F0,0,ENSG00000203666,1,PICR,3
H0Y6F2,0,ENSG00000186654,22,PICR,3
H0Y6F5,0,ENSG00000174306,20,PICR,3
H0Y6F6,1,ENSG00000134369,1,PICR,3
H0Y6F8,1,ENSG00000231389,6,PICR,3
H0Y6F9,1,ENSG00000089682,X,PICR,3
H0Y6G2,0,ENSG00000148660,10,PICR,3
H0Y6G3,1,ENSG00000227057,6,PICR,3
H0Y6G7,0,ENSG00000112367,6,PICR,3
H0Y6H0,0,ENSG00000165097,6,PICR,3
H0Y6H1,1,ENSG00000229974,7,PICR,3
H0Y6H2,0,ENSG00000236029,9,PICR,3
H0Y6H4,0,ENSG00000115705,2,PICR,3
H0Y6H9,0,ENSG00000148143,9,PICR,3
H0Y6I0,0,ENSG00000144674,3,PICR,3
H0Y6I4,0,ENSG00000189409,1,PICR,3
H0Y6I6,0,ENSG00000155034,7,PICR,3
H0Y6I7,0,ENSG00000147050,X,PICR,3
H0Y6I8,1,ENSG00000112425,6,PICR,3
H0Y6I9,0,ENSG00000131051,20,PICR,3
H0Y6J0,0,ENSG00000103202,16,PICR,3
H0Y6J1,1,ENSG00000196199,13,PICR,3
H0Y6J6,1,ENSG00000134453,10,PICR,3
H0Y6J7,0,ENSG00000196576,22,PICR,3
H0Y6J8,0,ENSG00000100139,22,PICR,3
H0Y6K0,1,ENSG00000121933,1,PICR,3
H0Y6K1,0,ENSG00000221838,7,PICR,3
H0Y6K2,0,ENSG00000204256,6,PICR,3
H0Y6K5,1,ENSG00000172845,2,PICR,3
H0Y6K6,1,ENSG00000188706,X,PICR,3
H0Y6K7,0,ENSG00000148634,10,PICR,3
H0Y6L4,0,ENSG00000162843,1,PICR,3
H0Y6L7,0,ENSG00000010295,12,PICR,3
H0Y6L8,1,ENSG00000132881,1,PICR,3
H0Y6L9,0,ENSG00000007384,16,PICR,3
H0Y6M1,1,ENSG00000169894,7,PICR,3
H0Y6M2,0,ENSG00000137478,11,PICR,3
H0Y6M5,0,ENSG00000115204,2,PICR,3
H0Y6M6,1,ENSG00000163872,3,PICR,3
H0Y6M8,0,ENSG00000151835,13,PICR,3
H0Y6M9,0,ENSG00000111877,6,PICR,3
H0Y6N1,1,ENSG00000119977,10,PICR,3
H0Y6N4,1,ENSG00000185264,22,PICR,3
H0Y6N5,0,ENSG00000164828,7,PICR,3
H0Y6N7,1,ENSG00000117013,1,PICR,3
H0Y6P0,0,ENSG00000186439,6,PICR,3
H0Y6P3,1,ENSG00000163563,1,PICR,3
H0Y6P4,1,ENSG00000196407,1,PICR,3
H0Y6P5,0,ENSG00000152894,6,PICR,3
H0Y6P8,1,ENSG00000258589,HSCHR6_MHC_DBB,PICR,3
H0Y6P9,0,ENSG00000128655,2,PICR,3
H0Y6Q0,1,ENSG00000127914,7,PICR,3
H0Y6Q1,0,ENSG00000197586,20,PICR,3
H0Y6Q4,0,ENSG00000135837,1,PICR,3
H0Y6Q5,1,ENSG00000215014,1,PICR,3
H0Y6Q9,0,ENSG00000100060,22,PICR,3
H0Y6R0,0,ENSG00000143776,1,PICR,3
H0Y6R1,0,ENSG00000144366,2,PICR,3
H0Y6R3,1,ENSG00000158578,X,PICR,3
H0Y6R4,0,ENSG00000107263,9,PICR,3
H0Y6R6,0,ENSG00000136319,14,PICR,3
H0Y6S0,0,ENSG00000052841,11,PICR,3
H0Y6S1,0,ENSG00000102098,X,PICR,3
H0Y6S3,0,ENSG00000216588,19,PICR,3
H0Y6S5,0,ENSG00000163235,2,PICR,3
H0Y6S7,0,ENSG00000180694,8,PICR,3
H0Y6T0,0,ENSG00000111912,6,PICR,3
H0Y6T3,0,ENSG00000184381,22,PICR,3
H0Y6T4,0,ENSG00000196177,10,PICR,3
H0Y6T5,0,ENSG00000127603,1,PICR,3
H0Y6T6,1,ENSG00000235773,HSCHR6_MHC_COX,PICR,3
H0Y6T7,0,ENSG00000162736,1,PICR,3
H0Y6T8,1,ENSG00000099246,10,PICR,3
H0Y6U5,0,ENSG00000146918,7,PICR,3
H0Y6U8,0,ENSG00000153291,6,PICR,3
H0Y6V0,0,ENSG00000122735,9,PICR,3
H0Y6V3,0,ENSG00000143776,1,PICR,3
H0Y6V4,0,ENSG00000152894,6,PICR,3
H0Y6V5,0,ENSG00000147050,X,PICR,3
H0Y6V6,0,ENSG00000105983,7,PICR,3
H0Y6V8,0,ENSG00000204790,9,PICR,3
H0Y6W0,0,ENSG00000100038,22,PICR,3
H0Y6W1,1,ENSG00000205785,5,PICR,3
H0Y6W2,0,ENSG00000184381,22,PICR,3
H0Y6W3,0,ENSG00000205726,21,PICR,3
H0Y6W4,0,ENSG00000186998,22,PICR,3
H0Y6W5,0,ENSG00000173068,9,PICR,3
H0Y6W6,1,ENSG00000184634,X,PICR,3
H0Y6X0,1,ENSG00000173662,1,PICR,3
H0Y6X2,0,ENSG00000116809,1,PICR,3
H0Y6X5,0,ENSG00000138297,10,PICR,3
H0Y6X6,0,ENSG00000090621,1,PICR,3
H0Y6X7,1,ENSG00000198088,X,PICR,3
H0Y6X8,0,ENSG00000100365,22,PICR,3
H0Y6Y0,1,ENSG00000164603,7,PICR,3
H0Y6Y1,0,ENSG00000118197,1,PICR,3
H0Y6Y2,0,ENSG00000132906,1,PICR,3
H0Y6Y4,0,ENSG00000116750,1,PICR,3
H0Y6Y5,1,ENSG00000173171,1,PICR,3
H0Y6Y6,1,ENSG00000158481,1,PICR,3
H0Y6Y8,0,ENSG00000055950,10,PICR,3
H0Y6Z0,0,ENSG00000125991,20,PICR,3
H0Y6Z4,1,ENSG00000135596,6,PICR,3
H0Y6Z7,0,ENSG00000142949,1,PICR,3
H0Y6Z8,1,ENSG00000234012,HSCHR6_MHC_APD,PICR,3
H0Y6Z9,0,ENSG00000148444,10,PICR,3
H0Y701,0,ENSG00000164989,9,PICR,3
H0Y702,0,ENSG00000123473,1,PICR,3
H0Y704,0,ENSG00000267825,HG1497_PATCH,PICR,3
H0Y707,0,ENSG00000124574,6,PICR,3
H0Y708,1,ENSG00000237276,1,PICR,3
H0Y710,0,ENSG00000229524,HSCHR6_MHC_COX,PICR,3
H0Y711,0,ENSG00000116455,1,PICR,3
H0Y713,1,ENSG00000155846,5,PICR,3
H0Y714,0,ENSG00000136718,2,PICR,3
H0Y715,0,ENSG00000153956,7,PICR,3
H0Y717,0,ENSG00000204580,6,PICR,3
H0Y718,0,ENSG00000164627,6,PICR,3
H0Y720,0,ENSG00000100354,22,PICR,3
H0Y721,1,ENSG00000101391,20,PICR,3
H0Y723,0,ENSG00000171453,6,PICR,3
H0Y724,0,ENSG00000100055,22,PICR,3
H0Y731,0,ENSG00000100379,22,PICR,3
H0Y732,0,ENSG00000243189,HSCHR6_MHC_MANN,PICR,3
H0Y733,0,ENSG00000172296,20,PICR,3
H0Y735,0,ENSG00000230308,HSCHR6_MHC_APD,PICR,3
H0Y738,0,ENSG00000101425,20,PICR,3
